B,C,D,E,F,G,H,I,J,K,L,N
1,5080.859,5137.088,309.39,71.35485837,80.12734324,78.47424684,93.19726421,-28.64514163,42.85130719,29.95521019,5131.54
1,5121.578,5164.084545,334.75,91.95281782,86.67940552,84.1653941,92.59863546,-8.047182176,3.52743561,64.86635068,5229.34
1,5160.673,5193.895818,296.5,96.12363692,91.30771037,83.72177273,98.27271155,-3.876363082,19.01733383,114.5398402,5285.54
1,5191.765,5219.220727,255.14,94.65002913,91.20386872,81.11440237,105.4755089,-5.349970874,27.43710692,128.465776,5299.96
1,5218.864,5241.774364,154.96,89.23742771,90.31049558,79.47401623,111.0877803,-10.76257229,46.7087766,138.0023168,5315.81
1,5241.867,5273.05,204.8,97.35065103,90.17839463,77.46626866,116.3422166,-2.649348971,17.06555671,155.2806429,5390.88
1,5266.964,5308.537818,215.15,97.66984288,90.34057416,78.5394255,124.7024269,-2.330157124,8.806969085,138.0990262,5437.05
1,5286.597,5336.040727,192.33,89.23461215,89.751056,73.22387565,132.5717999,-10.76538785,69.81863004,115.758959,5418.23
1,5309.507,5366.659455,323.28,97.00050434,89.96147481,75.1503974,136.531441,-2.99949566,19.20462271,101.7325144,5455
1,5350.47,5408.812727,409.81,96.92561842,92.14999988,95.75542301,141.7301385,-3.074381584,20.75307748,127.7961553,5541.35
1,5395.112,5450.174545,348.62,97.20744086,94.73525812,96.11205222,150.3549231,-2.792559138,26.87755541,135.3723359,5577.96
1,5428.611,5480.941455,278.79,86.87729053,94.2277054,91.88526845,157.5905608,-13.12270947,78.98980679,118.3624454,5564.33
1,5464.249,5519.724909,341.96,98.3976878,94.45511048,92.29728447,161.6993666,-1.602312197,7.181002159,114.3379976,5641.92
1,5504.177,5562.450545,383.43,98.56244811,94.84635238,93.00917747,168.9713078,-1.437551892,11.10703812,126.2066826,5699.24
1,5552.329,5615.751091,406.45,96.34522807,95.55713242,94.06134475,177.906963,-3.654771928,19.06102229,152.0381296,5797.33
1,5592.426,5659.300364,354.8,77.36634185,93.5587015,92.04538305,189.2030652,-22.63365815,81.5060698,141.8688861,5791.85
1,5632.617,5704.124727,420.73,84.25924144,92.21764136,92.06103355,196.2227426,-15.74075856,50.09996002,114.3371087,5838.96
1,5682.341,5755.552545,460.47,96.04121373,92.89830152,96.43110596,203.6708139,-3.958786275,30.73084825,117.8346672,5915.47
1,5739.5,5818.143273,485.24,98.57781835,93.05603292,96.86623702,213.7905082,-1.422181652,8.641153633,130.4375111,6026.59
1,5789.265,5872.597818,461.04,92.67781252,92.63125233,96.43383656,226.7152668,-7.322187482,34.4702979,118.8390435,6039
1,5825.833,5900.666,379.31,68.88624098,89.79913234,80.74904981,233.6847262,-31.11375902,86.66959535,87.43061138,5943.64
1,5865.102,5924.518182,315.1,70.73283776,88.18468706,83.03413699,230.4521562,-29.26716224,24.64488017,45.40437663,5957.02
1,5911.764,5968.779636,409.3,97.30901671,88.07581995,84.91096813,228.3642154,-2.690983293,7.967119823,111.0007255,6108.54
1,5953.799,6006.566182,322.26,75.19650488,85.73922563,83.78856325,234.1756097,-24.80349512,85.01831023,139.3569171,6119.59
1,5980.842,6027.286364,275.91,62.66119097,82.37082192,73.48420376,236.0294976,-37.33880903,73.49460494,78.53267756,6067.76
1,6014.954,6054.946,294.01,73.97116586,82.03130432,76.83870968,232.355142,-26.02883414,10.8467357,75.14316332,6132.97
1,6050.469,6087.519818,278.64,85.44829937,82.15021011,77.33899897,231.9713574,-14.55170063,36.59432972,129.2782865,6194.11
1,6065.313,6089.963636,37.32,51.01173988,77.64726273,60.55430733,231.1291901,-48.98826012,90.85548622,54.8665224,6063.91
1,6057.273,6068.304909,-92.81,19.95515104,69.784996,44.33659238,217.6301069,-80.04484896,79.64052908,-90.06425184,5946.19
1,6059.783,6069.546182,120.46,51.06186519,65.62340126,51.53927292,198.6005986,-48.93813481,6.248179435,-58.03662969,6064.1
1,6057.63,6044.514727,-34.91,13.60242712,60.09501988,48.75108765,187.0645176,-86.39757288,90.27693376,-75.42403349,5922.11
1,6037.747,5990.071091,-350.35,5.730125844,53.59474869,40.18113759,164.2495774,-94.26987416,87.23722441,-186.0777824,5758.19
1,5986.267,5909.342545,-525.85,3.821562647,44.24600328,24.89809054,131.4189078,-96.17843735,90.86511497,-189.0741878,5593.74
1,5955.972,5878.501273,-251.12,36.5510255,40.38145534,37.75732055,96.6988334,-63.4489745,6.817123259,-109.5311363,5816.64
1,5948.502,5885.244545,-139.91,62.45210165,40.36054641,47.25742734,85.50156484,-37.54789835,5.837231057,-12.15784954,5993.06
1,5922.81,5872.071455,-318.06,45.27329585,37.49075941,40.91294937,85.5718766,-54.72670415,71.74367309,-15.27042418,5876.05
1,5883.674,5850.242364,-261.16,34.51176721,32.39710619,36.27596751,75.95162551,-65.48823279,80.70687199,-41.86370457,5802.75
1,5846.85,5816.059818,-250.52,22.75741896,29.5716741,36.87388608,61.2116071,-77.24258104,94.05277201,-78.61048243,5695.67
1,5814.329,5774.992545,-443.12,12.21030487,28.79718948,38.04084815,40.8933822,-87.78969513,57.16014278,-125.9792756,5620.98
1,5783.595,5764.525455,-165.35,35.62387916,27.25339088,38.84460705,21.60300687,-64.37612084,6.678284045,-65.64751662,5756.76
1,5763.447,5753.077273,-37.56,35.48440818,29.44158899,42.07819577,14.58134468,-64.51559182,57.93047415,-34.26984387,5720.63
1,5766.263,5757.241455,192.61,49.16524418,33.78510082,51.19985002,7.508941866,-50.83475582,12.43501236,-7.28664674,5786.35
1,5799.511,5786.324545,109.58,78.28177693,41.23112225,64.46949256,8.200407297,-21.71822307,7.393513091,83.19652532,5926.22
1,5811.099,5810.508,-60.54,79.59323869,45.53534357,56.21473775,17.86912136,-20.40676131,38.01730625,86.30117693,5932.52
1,5806.771,5835.722727,73.73,83.18622757,47.60875616,47.20102439,25.90221607,-16.81377243,17.00819672,94.9977023,5949.78
1,5812.862,5859.393455,134.21,88.66449661,51.94787623,54.55265715,32.84135464,-11.33550339,49.73348084,89.20310982,5936.96
1,5833.753,5895.538545,315.99,98.85399709,58.38209922,65.58215857,38.1504545,-1.146002913,5.653598225,96.19425604,6011.66
1,5865.421,5928.010727,391.37,89.96379492,65.10273682,78.07645932,46.7607749,-10.03620508,82.70773179,98.64297794,6012.35
1,5906.903,5958.988727,279.04,94.25423625,73.30712996,90.45287876,53.35902021,-5.745763751,38.74039425,95.05025395,6035.8
1,5933.929,5980.828182,306.39,87.16698109,78.46144015,85.03318469,59.3236965,-12.83301891,87.16987029,96.72572036,6027.02
1,5947.376,5966.495636,68.75,42.95949297,79.20894863,62.89237023,60.25423862,-57.04050703,94.89021346,-33.1537418,5855.1
1,5953.813,5948.921818,-75.5,25.59869201,76.85229341,56.99415433,49.01222449,-74.40130799,34.9490835,-138.8081012,5850.72
1,5930.995,5902.417636,-234.48,4.393201471,69.46343587,25.87847266,37.14548773,-95.60679853,90.92728486,-189.6384225,5698.04
1,5911.187,5866.680364,-215.34,26.80897554,64.18500955,30.31327026,17.98769437,-73.19102446,9.702073456,-157.7771385,5734.44
1,5878.024,5813.400909,-318.81,2.376250105,56.10401181,22.46101211,3.462124967,-97.62374989,91.93168013,-126.4273254,5618.15
1,5841.04,5756.872909,-444.54,2.053220384,47.44288418,21.12068966,-16.28792448,-97.94677962,93.52694611,-111.2468288,5567.12
1,5806.625,5725.322,-344.84,21.81451917,39.73893639,24.16330085,-33.45056393,-78.18548083,11.98632738,-83.04266413,5667.51
1,5787.707,5728.330182,-212.63,51.12018977,35.85457588,38.47840386,-37.70591735,-48.87981023,4.598079561,-13.86605509,5823.17
1,5768.347,5738.238,-184.82,54.70291438,31.89944369,38.14539042,-30.1745482,-45.29708562,36.60829256,37.76997225,5842.2
1,5747.232,5746.878545,-39.23,53.95532141,28.57827772,37.34279651,-23.06987278,-46.04467859,55.00435161,53.94719729,5815.87
1,5749.757,5771.081818,29.63,96.11965612,33.89429404,51.73737735,-18.0239164,-3.88034388,16.7950277,99.55897406,5880.35
1,5758.204,5804.796909,237.15,96.03395178,40.93782001,55.43474065,-8.861246023,-3.966048224,30.19443385,132.7786454,5935.19
1,5773.461,5821.598,116.17,74.8566564,47.98416551,60.7590652,0.771018346,-25.1433436,56.59379133,63.47479559,5850.61
1,5775.946,5819.021455,141.14,51.99178748,50.5024467,51.62641534,1.463998121,-48.00821252,84.33184982,2.807314335,5759.29
1,5779.117,5796.096727,82.74,24.59250357,52.72407204,52.0942028,-5.557206773,-75.40749643,88.04423478,-77.22839872,5649.86
1,5792.445,5781.784545,32.89,37.24680137,56.24343014,58.80782448,-17.40407228,-62.75319863,21.52243687,-99.21877142,5700.4
1,5777.76,5732.369091,-302.51,3.298505786,54.39182881,41.21657994,-25.79577105,-96.70149421,94.31492526,-151.1324228,5520.66
1,5747.952,5686.429091,-317.11,17.46308569,51.0261184,28.23343849,-43.74352419,-82.53691431,22.94142796,-148.1545917,5525.09
1,5717.301,5647.836,-280.18,19.51711041,47.507538,27.33886351,-56.86377235,-80.48288959,31.55314757,-103.2516351,5535.69
1,5677.208,5592.861273,-465.41,2.87872749,42.39987861,23.98956806,-67.55466713,-97.12127251,88.78062557,-114.0701981,5414.94
1,5633.517,5550.358,-491.75,10.06714977,33.79462797,20.26730908,-82.628625,-89.93285023,48.37361439,-96.27129825,5443.44
1,5576.538,5501.609455,-485.21,3.184105501,24.50964335,12.41143641,-92.76882263,-96.8158945,81.61875188,-106.2501908,5365.4
1,5531.576,5469.691636,-358.3,14.98987038,18.52296474,18.28927695,-104.2335493,-85.01012962,39.32324841,-90.55347922,5400.99
1,5495.175,5444.910545,-254.58,16.04387602,14.9281736,20.80118075,-109.7879658,-83.95612398,44.45429363,-81.84935947,5395.28
1,5471.633,5430.231455,-285.96,20.40416913,14.50934015,27.918058,-112.9833554,-79.59583087,34.89568448,-59.45028606,5414.44
1,5454.487,5440.650909,8.28,46.46124437,15.43078445,35.64034706,-111.2880604,-53.53875563,22.48918789,55.64438832,5528.94
1,5459.558,5461.902364,46.28,97.09796818,24.81073069,55.51543364,-100.602999,-2.902031816,8.833752847,116.553049,5571.37
1,5459.093,5472.971818,-15.25,69.00857052,29.96527918,49.54070445,-89.05440464,-30.99142948,89.00030386,98.82132839,5520.44
1,5464.584,5496.882182,175.66,93.7537474,37.38894288,54.85267865,-81.29799655,-6.246252601,8.45229151,104.4915868,5590.6
1,5497.175,5547.112364,297.41,97.78148575,46.8792187,77.3749727,-67.53613012,-2.218514253,6.244625256,165.0517611,5740.85
1,5531.639,5600.004182,422.68,97.66431974,55.6389357,78.06514658,-45.49284711,-2.335680256,11.24188312,157.255257,5788.08
1,5578.901,5655.709818,437.03,88.40277658,64.16080281,90.3328213,-23.89709047,-11.59722342,62.93699757,154.1120392,5838.02
1,5621.044,5699.986,427.14,85.19635844,71.18145161,87.2347193,-3.671782048,-14.80364156,64.43148688,106.5247586,5822.42
1,5663.029,5735.274364,400.69,83.182657,77.89532971,86.99184127,11.0921849,-16.817343,53.08310992,78.93073128,5815.13
1,5705.43,5767.169091,309.51,85.36297204,84.39121,87.08650398,22.39541823,-14.63702796,32.29798292,72.4833558,5838.45
1,5730.915,5781.416364,212.42,70.5116076,86.79624633,74.89693441,31.72527122,-29.4883924,77.96292829,48.34920786,5783.79
1,5764.23,5812.980909,384.08,96.33306795,86.7197563,78.22778804,36.85696078,-3.666932047,8.867497169,72.72472753,5904.52
1,5796.583,5827.479091,253.37,80.85591814,87.90449106,76.97297117,47.45908837,-19.14408186,80.78381795,76.08821333,5843.97
1,5823.805,5839.522182,121.97,80.41595511,86.57071184,74.81856971,51.5461736,-19.58404489,67.90768194,89.79681657,5862.82
1,5835.883,5846.399455,73.55,71.11376082,83.90393934,65.12169471,55.37392838,-28.88623918,67.63202726,78.05220961,5861.63
1,5837.129,5839.973455,-37.48,31.04763981,77.24227135,51.50767146,56.77812038,-68.95236019,83.89184397,-52.28002128,5800.54
1,5833.808,5834.097273,-17.61,33.37512264,71.73950596,45.48224731,53.30593275,-66.62487736,27.70443711,-118.2563918,5804.81
1,5839.208,5841.844909,61.29,72.40815437,70.46068555,56.37453962,51.29540992,-27.59184563,12.81809614,34.94848787,5876.42
1,5850.113,5857.294364,85.73,88.53375165,70.99579501,61.75031787,54.50220878,-11.46624835,27.85518638,160.2884261,5924.18
1,5858.826,5871.015636,141.79,77.22663046,70.18216086,59.85388252,59.53105865,-22.77336954,72.85190715,165.978903,5925.58
1,5851.675,5844.370909,-192.24,2.909408299,63.42194093,44.04827299,59.79029312,-97.0905917,95.12343798,-169.771754,5712.28
1,5832.532,5819.173636,-130.88,16.67397157,55.45603129,30.09379614,45.40209612,-83.32602843,45.4806019,-163.8500201,5713.09
1,5814.978,5789.336909,-194.39,11.9090806,48.56134753,31.12229535,33.01700724,-88.0909194,50.06535948,-147.4891724,5668.43
1,5794.205,5760.266364,-206.54,8.128330121,41.33258504,27.3926387,19.82897249,-91.87166988,71.46914537,-112.807671,5655.09
1,5766.541,5722.227273,-215.55,16.69096672,35.89030562,23.81988871,7.38308803,-83.30903328,43.52209352,-136.5505781,5584.99
1,5751.202,5700.519818,-157.66,29.82567353,35.768109,35.51311838,-6.12582064,-70.17432647,49.35749588,-71.55712804,5647.15
1,5739.34,5688.699455,-190.23,38.07501321,36.23809805,39.48739764,-12.01661386,-61.92498679,19.3167168,-42.96265611,5686.19
1,5727.428,5691.964909,-166.88,53.10089805,34.30737242,39.43372126,-12.91552048,-46.89910195,45.95566207,18.90060336,5757.3
1,5701.968,5681.447091,-256,34.56524036,28.91052129,28.91127162,-10.10368667,-65.43475964,76.80156021,-21.38050345,5669.58
1,5664.994,5654.878364,-156.44,14.88996623,22.67685487,24.17944635,-15.16054253,-85.11003377,57.10138104,-155.3839104,5555.84
1,5626.356,5593.224909,-387.19,3.557704762,22.74168452,23.63025852,-29.70833977,-96.44229524,89.86532194,-226.7466542,5325.9
1,5590.882,5544.496545,-310.08,13.03553811,22.37784117,26.79192945,-55.30471368,-86.96446189,32.22003929,-157.3172435,5358.35
1,5563.986,5509.694364,-255.62,41.83850002,25.37078311,32.32201073,-72.01424585,-58.16149998,24.66110971,-117.5628539,5399.47
1,5505.464,5419.855091,-515.12,3.551773828,24.91312748,22.83050753,-86.38178482,-96.44822617,93.04394571,-136.530188,5069.87
1,5397.481,5237.981636,-1141.99,17.9698927,25.04102008,15.64530189,-126.3569122,-82.0301073,65.0033401,-220.2572708,4505.16
1,5320.468,5143.352364,-809.17,42.03632033,26.26208476,29.53186377,-187.700558,-57.96367967,17.99188186,-124.9325923,4877.02
1,5252.459,5086.194545,-751.2,50.3902559,27.49360903,32.7504781,-207.4800202,-49.6097441,32.12685899,-60.80418645,5006.1
1,5169.94,5027.949273,-737.47,46.33031746,26.81655097,29.10075423,-213.2606554,-53.66968254,87.65554386,-49.87053348,4932.11
1,5099.139,4990.063818,-594.27,52.39203203,28.59923014,31.52326522,-219.7612181,-47.60796797,9.783484971,-49.61790264,4961.57
1,5055.878,4994.444,-202.67,71.09871095,34.22010461,38.98577808,-218.0823341,-28.90128905,6.934385084,8.601074946,5123.23
1,5033.51,5002.869818,-256.13,69.43103886,40.80743802,43.62713255,-204.0351942,-30.56896114,24.83920915,17.70077515,5102.22
1,5005.87,5011.677091,-317.52,67.82210439,46.28609465,42.07004981,-192.3696913,-32.17789561,71.38111888,42.12182611,5081.95
1,4971.778,5021.255273,-11.32,69.92192101,49.09443675,40.11849001,-182.7001827,-30.07807899,55.60594037,45.99867847,5058.55
1,4948.33,4996.457455,330.23,64.93788123,55.23304749,42.75670332,-177.8062922,-35.06211877,93.27911167,-28.6683616,4835.39
1,4973.776,4962.146545,-117.4,34.40762449,56.87682067,61.26268081,-187.6099555,-65.59237551,42.73670164,-141.1379569,4759.62
1,4969.586,4936.936364,-170.98,34.09109149,56.08229778,47.48589944,-197.0031913,-65.90890851,59.90513393,-89.49307234,4835.12
1,4961.345,4928.591636,-8.42,51.86195827,56.22946802,44.80253283,-195.905154,-48.13804173,22.44653208,-37.07840739,4923.69
1,4949.933,4902.527091,-143.58,30.6540931,54.66184558,43.07944209,-188.5646128,-69.3459069,87.27623491,-49.31978704,4817.99
1,4942.676,4891.448364,-234.23,44.90168539,53.91281092,45.81028809,-186.5334965,-55.09831461,9.284914638,-57.20617334,4889
1,4924.168,4890.625455,-164.07,54.76324238,52.27926406,37.71929825,-177.4688706,-45.23675762,62.04770215,11.14099348,4938.15
1,4910.209,4897.618545,-119.32,59.67495987,51.30365616,40.78017463,-164.7815347,-40.32504013,12.5,22.63772076,4962.63
1,4898.389,4907.353273,-94.8,67.48344221,51.26978994,41.99035047,-151.3494553,-32.51655779,66.55826558,72.07051272,4963.75
1,4886.998,4915.762545,109.25,77.25249509,52.00284735,42.23591477,-139.3050378,-22.74750491,55.74269844,72.50343087,4944.64
1,4886.73,4905.892,73.09,48.22780801,50.33184003,49.78468361,-131.1517136,-51.77219199,92.17171717,-28.18436103,4832.71
1,4885.369,4880.306545,-89.11,7.181416083,47.60921919,48.92541886,-131.8321277,-92.81858392,75.74973539,-167.6421167,4746.01
1,4883.342,4867.484909,-108.84,37.44818202,47.94492824,48.38256651,-135.5231401,-62.55181798,7.198870765,-121.3232179,4814.85
1,4869.853,4850.295455,-29.19,29.204772,45.67920962,38.04357461,-132.7553117,-70.795228,81.75461597,-71.6481938,4788.8
1,4872.042,4844.845818,-49.12,47.14877664,47.32867797,52.14831099,-130.0332722,-52.85122336,17.59046778,-53.48361593,4839.88
1,4860.141,4826.290909,-168.16,24.1646935,45.25497878,38.29448215,-124.0985523,-75.8353065,77.5183845,-70.32195896,4769.99
1,4840.188,4804.196182,-224.01,13.84832939,41.16348748,29.66345272,-123.0511904,-86.15167061,88.34656308,-83.6637696,4738.62
1,4817.511,4785.227455,-227.89,12.94067351,36.49005885,25.81635918,-122.9158053,-87.05932649,63.52632641,-86.82258864,4735.86
1,4785.536,4753.68,-300.64,2.592636091,30.00097823,21.42997552,-122.9214631,-97.40736391,92.47229327,-146.592524,4644
1,4761.927,4739.682545,-124.16,28.50385635,25.12611436,30.48939722,-126.5843717,-71.49614365,8.853564547,-130.3555663,4708.55
1,4754.295,4738.675818,10.38,57.05074292,26.00840785,42.94561319,-123.1046894,-42.94925708,20.23309534,-30.09637813,4756.39
1,4763.454,4753.822182,22.75,89.57507309,34.24777355,58.55261929,-114.6752448,-10.42492691,9.909533751,94.09531113,4837.6
1,4766.107,4767.990545,52.58,87.55437502,39.25839285,52.82000043,-101.4088939,-12.44562498,45.10952979,102.5193515,4841.38
1,4766.773,4773.327455,-44.42,68.76799515,43.21471517,50.67923143,-90.27868345,-31.23200485,92.57720382,73.30048145,4795.46
1,4770.19,4792.832364,104.06,97.83352766,48.28319027,53.29972768,-82.38685523,-2.166472336,6.136145733,97.98383232,4874.05
1,4780.249,4811.085091,131.96,91.15578603,54.98229952,61.14323696,-70.18582907,-8.844213966,30.24781341,92.22604624,4870.58
1,4790.764,4822.634364,107.91,81.63316047,61.76078263,61.76727322,-60.44211485,-18.36683953,80.94019827,72.96389376,4843.77
1,4810.037,4847.693636,284.59,96.67854729,70.13457001,68.22161293,-52.63895801,-3.321452713,10.78627021,103.7216418,4928.59
1,4841.234,4874.226909,247.42,91.67001689,79.04230809,83.59067123,-39.99234221,-8.329983115,41.53414406,149.5684788,4955.97
1,4854.763,4874.700727,87.45,50.47722008,81.23964446,63.21320441,-29.46756731,-49.52277992,81.99345402,57.06514992,4843.84
1,4873.672,4891.194727,107.88,79.12353715,83.44692388,66.71144498,-26.73016845,-20.87646285,4.046242775,19.57529482,4945.48
1,4884.366,4904.079818,103.16,78.78917227,82.3683338,61.01384197,-17.66065305,-21.21082773,46.26038781,127.3006993,4944.54
1,4890.127,4906.738727,103.53,62.58670366,79.87156667,55.46325273,-11.0756562,-37.41329634,79.15961366,63.05093283,4898.99
1,4895.411,4899.133818,-25.75,44.55589941,77.45035709,54.96597872,-9.498421203,-55.44410059,86.7755102,-41.38727577,4848.3
1,4896.825,4897.820909,17.61,58.74506456,73.54151078,51.43314684,-10.88432475,-41.25493544,21.59582133,-39.71109033,4888.19
1,4904.884,4907.701818,107.4,81.14751183,72.54068336,57.28885914,-8.32910277,-18.85248817,11.68547087,66.66826405,4951.17
